species,QCH41361__MK643151.1,QCE20585__MH340498.1,QBO56618__MK543949.1,YP_009552708__MF998085,QAY29280__MH614323.1,AZU96659__MK182384.1,Q90054__undef,O71153__undef,Q90185__undef,P27454__undef,AIU96359__KF907321.1,AYH52678__MH550148.1,AXQ04869__MH188047.1,AXQ04865__MH188046.1,AXQ04862__MH188045.1,AXQ04855__MH188043.1,AXQ04852__MH188042.1,YP_009362129__FJ040397,NP_542609__AY033435,AXL93742__MF673888.1,YP_009310053__KU727766,YP_009256211__KX165268,YP_009134732__KP410261,YP_009021036__KF963252,YP_008766862__KC991097,YP_008658568__KF275669,YP_007003823__JX645046,YP_006589928__JX110122,YP_006576512__JX020762,YP_004678720__HQ613271,YP_004222723__GU452720,YP_003572961__AF218266,YP_002887625__FJ810126,YP_002854229__FJ360744,YP_002308470__FJ410797,YP_002265406__EU233812,YP_271915__DQ002873,YP_227600__AX344110,YP_164339__AY665654,NP_958099__AY461507,NP_899650__L32896,NP_874381__AY189948,NP_694838__AF375296,NP_694843__AY032882,NP_694834__AB042597,NP_051020__AF192260,AWV66983__MG693113.1,AWV66980__MG693112.1,AWV66978__MG693111.1,AWV66976__MG693110.1,AWV66973__MG693109.1,AWS20449__MF083940.1,P05840__undef,AWA28230__MG963176.1,AVM80379__MF094135.1,AOS51057__KT962050.1,ARI46485__KY548841.1,ARI46481__KY548840.1,ASU47551__KX774632.1,ASM93489__KY214444.1,ARV85915__KX145610.1,ARV85890__KX145609.1,ARV85889__KX145609.1,ARV85888__KX145609.1,ARV85887__KX145609.1,ARV85886__KX145609.1,AIQ82699__KM052275.1,AQN78650__KX648536.1,AQN78648__KX648535.1,APA19411__KX603698.1,ANG55949__KX035107.1,AAR11281__AY355306.1,ANN89695__KU373072.1,AND61496__KU215794.1,AAM28234__AY102034.1,ALS03998__KT316253.1,ALS03995__KT316252.1,ALS03992__KT316251.1,ALS03989__KT316250.1,ALS03986__KT316249.1,ALS03967__KT316259.1,ALS03963__KT316257.1,ALS03957__KT316255.1,ALS03954__KT316254.1,ALS03905__KT316245.1,ALS03902__KT316244.1,ALL74042__KT239104.1,ALK24441__KR492913.1,ALK24438__KR492912.1,ALK24429__KR492909.1,ALE60551__KP733862.1,ALE60548__KP733861.1,ALE60546__KP733860.1,ALE60543__KP733859.1,ALE60540__KP733858.1,ALE60537__KP733857.1,AKE98354__KM272863.1,AJD76763__KM593913.1,AJI02597__KM975734.1,AIT71975__KM576800.1,AIY34702__KM485614.1,AIJ28503__KJ830753.1,AIJ19291__KJ862253.1,ADB12609__GQ475529.1,AAM93906__AY124937.1,AAG10007__AF273215.1,AGW23423__KF214742.1,AGO32215__KF015280.1,AGO32210__KF015279.1,AGO32205__KF015278.1,AGO32190__KF015275.1,AFK91980__JQ894784.1,AFH02761__JN857346.1,AFC75858__JQ320376.1,AEV46269__JN377975.1,AFA36168__JN616415.1,ADK63426__GU371276.1,AAR15382__AY362548.1,AAR15379__AY362547.1,AAR11285__AY355307.1,ABU95011__EF579771.1,ABU94996__EF579766.1,ABU94990__EF579764.1,ABU94987__EF579763.1,ABU94984__EF579762.1,ABU94966__EF579756.1,ABR23509__EF633688.1,AAM28943__AY095351.2,ACS70953__FJ805445.1,AAP78907__AY310877.1,AAN41665__AY148187.1,AAT35223__AY605055.1,ACG50803__EU851411.1,ACV52075__GQ411199.1
AAR15379__AY362547.1,0.872038,0.878277,0.900552,0.890523,0.878161,0.816817,0.880734,0.867890,0.810811,0.818318,0.039039,0.812312,0.809984,0.816817,0.816817,0.875878,0.819820,0.884384,0.885886,0.825301,0.868668,0.864865,0.870466,0.885886,0.894928,0.880808,0.877256,0.887387,0.893393,0.884384,0.819820,0.031532,0.868613,0.818318,0.866551,0.818318,0.867012,0.868056,0.873874,0.873394,0.869485,0.866038,0.893393,0.896127,0.885886,0.864312,0.834061,0.834891,0.872372,0.872372,0.879479,0.875200,0.885714,0.891892,0.816817,0.015060,0.885077,0.883513,0.881849,0.856842,0.871528,0.899399,0.900901,0.893393,0.880750,0.893805,0.876106,0.874564,0.871252,0.816817,0.875000,0.033033,0.033033,0.030093,0.012012,0.028529,0.025526,0.021021,0.021021,0.019520,0.018018,0.013514,0.036036,0.039039,0.868512,0.861592,0.885886,0.871972,0.868512,0.870242,0.043544,0.034535,0.036036,0.039039,0.013514,0.010511,0.036036,0.182013,0.815315,0.887387,0.041905,0.033033,0.031532,0.033033,0.082583,0.031532,0.046547,0.871528,0.869792,0.869792,0.869792,0.873394,0.854651,0.868668,0.037538,0.065268,0.870242,0.033033,0.000000,0.009009,0.815315,0.815315,0.815315,0.815315,0.815315,0.816817,0.034535,0.815315,0.813814,0.813814,0.887387,0.810811,0.881381,0.060060
AAR11285__AY355307.1,0.873618,0.872659,0.878453,0.890523,0.880460,0.816817,0.882569,0.871560,0.810811,0.810811,0.040541,0.810811,0.808374,0.816817,0.816817,0.875878,0.819820,0.885886,0.885886,0.825301,0.868668,0.864865,0.870466,0.878378,0.894928,0.880808,0.873646,0.873874,0.881381,0.885886,0.818318,0.033033,0.868613,0.818318,0.870017,0.818318,0.868739,0.871528,0.879880,0.871560,0.871324,0.871698,0.885886,0.892606,0.884384,0.873606,0.836245,0.844237,0.873874,0.873874,0.877850,0.878400,0.887912,0.891892,0.818318,0.006024,0.885077,0.858423,0.880137,0.858947,0.871528,0.893393,0.900901,0.903904,0.880750,0.892035,0.877876,0.874564,0.873016,0.816817,0.878521,0.034535,0.034535,0.037037,0.003003,0.033033,0.030030,0.025526,0.025526,0.021021,0.009009,0.006006,0.037538,0.039039,0.870242,0.863322,0.884384,0.870242,0.868512,0.870242,0.045045,0.036036,0.037538,0.040541,0.004505,0.001502,0.037538,0.184154,0.815315,0.887387,0.043810,0.034535,0.033033,0.036036,0.082583,0.033033,0.048048,0.871528,0.869792,0.876736,0.873264,0.873394,0.848837,0.868668,0.039039,0.062937,0.866782,0.034535,0.009009,0.000000,0.815315,0.815315,0.815315,0.815315,0.815315,0.816817,0.036036,0.815315,0.813814,0.812312,0.885886,0.803303,0.905405,0.051051
ABU95011__EF579771.1,0.867299,0.867041,0.869245,0.888889,0.887356,0.011378,0.884404,0.888073,0.233881,0.056890,0.813814,0.226582,0.170692,0.018963,0.017699,0.892272,0.046776,0.901408,0.903183,0.019578,0.885553,0.874816,0.875648,0.904255,0.885870,0.890909,0.891697,0.898684,0.903054,0.871450,0.053097,0.816817,0.861314,0.032870,0.887348,0.015171,0.891192,0.899306,0.896774,0.882569,0.884191,0.877358,0.895086,0.883803,0.895225,0.881041,0.860262,0.856698,0.898659,0.898507,0.874593,0.889600,0.887912,0.903054,0.445736,0.816265,0.874786,0.890681,0.876712,0.861053,0.897569,0.889037,0.890110,0.894591,0.889267,0.884956,0.886726,0.891986,0.869489,0.044248,0.876761,0.818318,0.818318,0.835648,0.815315,0.816817,0.816817,0.816817,0.815315,0.816817,0.832031,0.815315,0.819820,0.822823,0.878893,0.889273,0.898862,0.877163,0.878893,0.877163,0.813814,0.818318,0.819820,0.818318,0.813814,0.815315,0.816817,0.843683,0.164349,0.884000,0.822857,0.816817,0.815315,0.815315,0.821321,0.830729,0.816817,0.899306,0.899306,0.899306,0.899306,0.891743,0.837209,0.896811,0.816817,0.771562,0.877163,0.816817,0.815315,0.815315,0.000000,0.003793,0.015171,0.002528,0.001264,0.002528,0.816817,0.101138,0.005057,0.229114,0.885387,0.229114,0.902817,0.818318
ABU94996__EF579766.1,0.867299,0.867041,0.871087,0.892157,0.887356,0.015171,0.884404,0.888073,0.235145,0.060683,0.813814,0.227848,0.170692,0.022756,0.021492,0.892272,0.050569,0.902817,0.904509,0.022590,0.883677,0.882180,0.875648,0.904255,0.884058,0.890909,0.891697,0.897368,0.888446,0.872945,0.056890,0.816817,0.857664,0.036662,0.885615,0.018963,0.882556,0.899306,0.901935,0.882569,0.884191,0.877358,0.895086,0.883803,0.903183,0.881041,0.860262,0.853583,0.897168,0.892537,0.876221,0.888000,0.887912,0.904382,0.448320,0.816265,0.873070,0.892473,0.876712,0.861053,0.897569,0.887701,0.888736,0.894591,0.889267,0.890265,0.888496,0.888502,0.867725,0.048040,0.873239,0.818318,0.818318,0.835648,0.815315,0.816817,0.816817,0.816817,0.815315,0.816817,0.832031,0.815315,0.819820,0.822823,0.878893,0.889273,0.896334,0.877163,0.878893,0.877163,0.813814,0.818318,0.819820,0.818318,0.813814,0.815315,0.816817,0.839400,0.168142,0.884000,0.824762,0.816817,0.815315,0.815315,0.821321,0.829427,0.816817,0.897569,0.897569,0.897569,0.897569,0.888073,0.837209,0.894934,0.816817,0.771562,0.877163,0.816817,0.815315,0.815315,0.003793,0.000000,0.018963,0.006321,0.005057,0.006321,0.816817,0.104930,0.006321,0.230380,0.883954,0.230380,0.904225,0.818318
ABU94990__EF579764.1,0.865719,0.865169,0.869245,0.890523,0.887356,0.026549,0.884404,0.888073,0.245259,0.068268,0.815315,0.237975,0.185185,0.034134,0.032870,0.892272,0.061947,0.900000,0.904509,0.036145,0.893058,0.882180,0.879102,0.904255,0.884058,0.892929,0.891697,0.897368,0.888446,0.875934,0.064475,0.816817,0.861314,0.048040,0.890815,0.030341,0.896373,0.899306,0.898065,0.882569,0.884191,0.877358,0.895086,0.883803,0.896552,0.881041,0.860262,0.856698,0.897168,0.897015,0.871336,0.891200,0.885714,0.901726,0.458656,0.816265,0.876501,0.890681,0.878425,0.861053,0.899306,0.887701,0.894231,0.894591,0.890971,0.892035,0.886726,0.883275,0.873016,0.055626,0.876761,0.818318,0.818318,0.835648,0.815315,0.816817,0.816817,0.816817,0.815315,0.816817,0.832031,0.815315,0.819820,0.822823,0.882353,0.891003,0.897598,0.878893,0.877163,0.878893,0.813814,0.818318,0.819820,0.819820,0.813814,0.815315,0.816817,0.845824,0.175727,0.882667,0.824762,0.816817,0.815315,0.815315,0.821321,0.830729,0.816817,0.899306,0.897569,0.897569,0.897569,0.884404,0.840116,0.887430,0.816817,0.776224,0.880623,0.816817,0.815315,0.815315,0.015171,0.018963,0.000000,0.015171,0.016435,0.017699,0.816817,0.113780,0.020228,0.241772,0.883954,0.240506,0.880282,0.819820
ABU94987__EF579763.1,0.867299,0.865169,0.869245,0.897059,0.887356,0.012642,0.884404,0.888073,0.235145,0.059418,0.813814,0.227848,0.172303,0.020228,0.018963,0.892272,0.048040,0.900000,0.896552,0.019578,0.883677,0.874816,0.894646,0.904255,0.884058,0.890909,0.891697,0.897368,0.888446,0.872945,0.055626,0.816817,0.861314,0.034134,0.887348,0.017699,0.891192,0.899306,0.901935,0.882569,0.884191,0.877358,0.895086,0.882042,0.901857,0.881041,0.860262,0.856698,0.894188,0.894030,0.874593,0.889600,0.885714,0.903054,0.447028,0.816265,0.874786,0.890681,0.876712,0.861053,0.897569,0.889037,0.890110,0.894591,0.889267,0.890265,0.886726,0.891986,0.869489,0.046776,0.873239,0.818318,0.818318,0.835648,0.815315,0.816817,0.816817,0.816817,0.815315,0.816817,0.832031,0.815315,0.819820,0.822823,0.878893,0.889273,0.898862,0.877163,0.878893,0.877163,0.813814,0.818318,0.819820,0.818318,0.813814,0.815315,0.816817,0.845824,0.166877,0.882667,0.822857,0.816817,0.815315,0.815315,0.821321,0.830729,0.816817,0.897569,0.897569,0.897569,0.899306,0.891743,0.837209,0.896811,0.816817,0.771562,0.878893,0.816817,0.815315,0.815315,0.002528,0.006321,0.015171,0.000000,0.001264,0.005057,0.816817,0.103666,0.007585,0.231646,0.886819,0.230380,0.901408,0.818318
ABU94984__EF579762.1,0.867299,0.867041,0.869245,0.888889,0.887356,0.011378,0.884404,0.888073,0.235145,0.058154,0.813814,0.227848,0.172303,0.018963,0.017699,0.892272,0.046776,0.901408,0.903183,0.019578,0.883677,0.882180,0.894646,0.904255,0.885870,0.890909,0.891697,0.898684,0.903054,0.871450,0.054362,0.816817,0.861314,0.032870,0.887348,0.016435,0.891192,0.897569,0.896774,0.882569,0.884191,0.877358,0.911023,0.883803,0.901857,0.877323,0.860262,0.856698,0.898659,0.898507,0.876221,0.889600,0.887912,0.903054,0.445736,0.816265,0.874786,0.890681,0.876712,0.861053,0.897569,0.889037,0.890110,0.894591,0.889267,0.884956,0.886726,0.891986,0.869489,0.045512,0.876761,0.818318,0.818318,0.835648,0.815315,0.816817,0.816817,0.816817,0.815315,0.816817,0.832031,0.815315,0.819820,0.822823,0.878893,0.889273,0.898862,0.877163,0.878893,0.877163,0.813814,0.818318,0.819820,0.818318,0.813814,0.815315,0.816817,0.845824,0.165613,0.884000,0.822857,0.816817,0.815315,0.815315,0.821321,0.830729,0.816817,0.897569,0.897569,0.897569,0.897569,0.886239,0.837209,0.896811,0.816817,0.771562,0.878893,0.816817,0.815315,0.815315,0.001264,0.005057,0.016435,0.001264,0.000000,0.003793,0.816817,0.102402,0.006321,0.230380,0.886819,0.230380,0.902817,0.818318
ABU94966__EF579756.1,0.865719,0.867041,0.869245,0.892157,0.887356,0.011378,0.884404,0.888073,0.231353,0.056890,0.813814,0.224051,0.170692,0.018963,0.017699,0.892272,0.046776,0.901408,0.903183,0.018072,0.881801,0.882180,0.873921,0.904255,0.885870,0.890909,0.891697,0.897368,0.885790,0.871450,0.053097,0.816817,0.863139,0.031606,0.887348,0.013906,0.891192,0.901042,0.900645,0.882569,0.884191,0.877358,0.893758,0.883803,0.895225,0.881041,0.860262,0.856698,0.900149,0.898507,0.874593,0.884800,0.885714,0.897742,0.445736,0.816265,0.873070,0.890681,0.876712,0.861053,0.901042,0.887701,0.888736,0.894591,0.889267,0.884956,0.886726,0.891986,0.871252,0.044248,0.876761,0.818318,0.818318,0.835648,0.815315,0.816817,0.816817,0.816817,0.816817,0.816817,0.832031,0.815315,0.819820,0.822823,0.878893,0.889273,0.898862,0.877163,0.885813,0.877163,0.813814,0.818318,0.819820,0.818318,0.813814,0.815315,0.816817,0.845824,0.161820,0.884000,0.822857,0.816817,0.816817,0.816817,0.821321,0.830729,0.816817,0.901042,0.901042,0.901042,0.897569,0.891743,0.837209,0.894934,0.816817,0.771562,0.877163,0.816817,0.816817,0.816817,0.002528,0.006321,0.017699,0.005057,0.003793,0.000000,0.816817,0.099874,0.007585,0.227848,0.886819,0.227848,0.902817,0.818318
ABR23509__EF633688.1,0.870458,0.885768,0.893186,0.893791,0.878161,0.816817,0.882569,0.864220,0.812312,0.819820,0.010511,0.812312,0.808374,0.816817,0.816817,0.878220,0.821321,0.908408,0.884384,0.826807,0.870544,0.867868,0.868739,0.878378,0.898551,0.878788,0.879061,0.885886,0.893393,0.885886,0.819820,0.003003,0.866788,0.818318,0.871750,0.818318,0.868739,0.871528,0.869369,0.875229,0.865809,0.871698,0.897898,0.896127,0.882883,0.873606,0.838428,0.841121,0.875375,0.875375,0.877850,0.876800,0.890110,0.894895,0.816817,0.040663,0.886792,0.883513,0.883562,0.861053,0.871528,0.894895,0.899399,0.903904,0.877342,0.897345,0.874336,0.876307,0.878307,0.816817,0.869718,0.004505,0.004505,0.032407,0.039039,0.009009,0.013514,0.016517,0.022523,0.021021,0.045045,0.039039,0.007508,0.015015,0.868512,0.866782,0.885886,0.868512,0.865052,0.866782,0.015015,0.007508,0.007508,0.010511,0.040541,0.037538,0.007508,0.171306,0.819820,0.887387,0.007619,0.004505,0.006006,0.031532,0.081081,0.007508,0.018018,0.875000,0.876736,0.876736,0.876736,0.875229,0.851744,0.868668,0.009009,0.072261,0.863322,0.004505,0.034535,0.036036,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.000000,0.819820,0.815315,0.812312,0.885886,0.812312,0.906907,0.084084
AAM28943__AY095351.2,0.875197,0.859551,0.872928,0.892157,0.885057,0.103666,0.877064,0.880734,0.229508,0.099622,0.815315,0.225316,0.170692,0.103666,0.104666,0.894614,0.123581,0.878873,0.893899,0.079819,0.896811,0.886598,0.877375,0.904255,0.887681,0.884848,0.880866,0.896053,0.884462,0.896861,0.095839,0.815315,0.872263,0.103405,0.887348,0.104930,0.889465,0.899306,0.905806,0.877064,0.882353,0.873585,0.907039,0.890845,0.893899,0.873606,0.860262,0.862928,0.894188,0.889552,0.876221,0.884800,0.870330,0.903054,0.435401,0.814759,0.874786,0.881720,0.898973,0.865263,0.899306,0.902406,0.887363,0.900139,0.890971,0.890265,0.897345,0.883275,0.874780,0.074401,0.875000,0.819820,0.815315,0.831019,0.813814,0.818318,0.818318,0.818318,0.818318,0.818318,0.829427,0.815315,0.818318,0.827327,0.880623,0.892734,0.899117,0.878893,0.880623,0.878893,0.815315,0.816817,0.818318,0.816817,0.815315,0.813814,0.818318,0.841542,0.164349,0.892000,0.822857,0.816817,0.813814,0.815315,0.818318,0.833333,0.819820,0.897569,0.895833,0.897569,0.897569,0.889908,0.845930,0.896811,0.819820,0.769231,0.877163,0.818318,0.815315,0.815315,0.101138,0.104930,0.113780,0.103666,0.102402,0.099874,0.819820,0.000000,0.103666,0.224051,0.891117,0.225316,0.881690,0.818318
ACS70953__FJ805445.1,0.867299,0.867041,0.867403,0.888889,0.885057,0.013906,0.884404,0.888073,0.235145,0.059418,0.812312,0.227848,0.170692,0.021492,0.020228,0.894614,0.049305,0.892958,0.903183,0.022590,0.885553,0.883652,0.894646,0.904255,0.884058,0.890909,0.891697,0.898684,0.887118,0.872945,0.055626,0.815315,0.859489,0.035398,0.887348,0.017699,0.880829,0.899306,0.896774,0.882569,0.884191,0.877358,0.893758,0.882042,0.901857,0.879182,0.855895,0.856698,0.900149,0.900000,0.876221,0.886400,0.885714,0.895086,0.444444,0.814759,0.874786,0.892473,0.878425,0.861053,0.897569,0.886364,0.888736,0.893204,0.887564,0.888496,0.888496,0.891986,0.869489,0.049305,0.873239,0.816817,0.816817,0.835648,0.813814,0.815315,0.815315,0.815315,0.813814,0.815315,0.830729,0.813814,0.818318,0.821321,0.877163,0.889273,0.905183,0.875433,0.877163,0.875433,0.812312,0.816817,0.818318,0.816817,0.812312,0.813814,0.815315,0.845824,0.166877,0.897333,0.820952,0.815315,0.813814,0.813814,0.819820,0.829427,0.815315,0.897569,0.897569,0.897569,0.897569,0.886239,0.837209,0.896811,0.815315,0.771562,0.875433,0.815315,0.813814,0.813814,0.005057,0.006321,0.020228,0.007585,0.006321,0.007585,0.815315,0.103666,0.000000,0.230380,0.888252,0.230380,0.880282,0.816817
AAP78907__AY310877.1,0.881517,0.859551,0.872928,0.888889,0.882759,0.234177,0.875229,0.878899,0.036709,0.226582,0.807808,0.035443,0.022544,0.232911,0.234177,0.894614,0.256962,0.876056,0.903183,0.183735,0.902439,0.882180,0.894646,0.900266,0.889493,0.890909,0.884477,0.897368,0.884462,0.890882,0.225316,0.810811,0.864964,0.235443,0.883882,0.236709,0.891192,0.890625,0.904516,0.891743,0.882353,0.877358,0.892430,0.903169,0.901857,0.892193,0.858079,0.853583,0.898659,0.898507,0.877850,0.886400,0.874725,0.889774,0.450904,0.814759,0.878216,0.897849,0.900685,0.869474,0.892361,0.901070,0.896978,0.893204,0.892675,0.899115,0.897345,0.890244,0.878307,0.211392,0.875000,0.812312,0.810811,0.840278,0.812312,0.809309,0.810811,0.812312,0.809309,0.810811,0.824219,0.807808,0.813814,0.815315,0.892734,0.887543,0.892405,0.891003,0.889273,0.892734,0.809309,0.812312,0.812312,0.812312,0.812312,0.812312,0.810811,0.839400,0.232911,0.884000,0.819048,0.810811,0.809309,0.815315,0.806306,0.822917,0.812312,0.892361,0.892361,0.892361,0.892361,0.884404,0.863372,0.902439,0.810811,0.762238,0.892734,0.810811,0.813814,0.812312,0.229114,0.230380,0.241772,0.231646,0.230380,0.227848,0.812312,0.224051,0.230380,0.000000,0.891117,0.024051,0.877465,0.812312
AAN41665__AY148187.1,0.843602,0.831461,0.825046,0.820261,0.878161,0.886819,0.757798,0.759633,0.888252,0.883954,0.885886,0.889685,0.893720,0.888252,0.888252,0.812646,0.886819,0.710602,0.842407,0.897590,0.787992,0.805596,0.739206,0.848138,0.836957,0.838384,0.761733,0.835244,0.839542,0.814649,0.879656,0.887387,0.788321,0.882521,0.906412,0.885387,0.896373,0.842014,0.848138,0.759633,0.768382,0.798113,0.852436,0.822183,0.840974,0.747212,0.829694,0.479751,0.865872,0.867164,0.855049,0.552000,0.892308,0.835244,0.886819,0.885542,0.777015,0.729391,0.839041,0.806316,0.842014,0.838109,0.840974,0.833811,0.824532,0.814159,0.743363,0.843206,0.772487,0.886819,0.806338,0.887387,0.887387,0.900463,0.887387,0.888889,0.887387,0.890390,0.885886,0.888889,0.885387,0.887387,0.885886,0.890390,0.896194,0.891003,0.020057,0.906574,0.891003,0.892734,0.885886,0.887387,0.884384,0.882883,0.896396,0.887387,0.885886,0.895075,0.893983,0.849570,0.897143,0.887387,0.887387,0.888889,0.890390,0.885387,0.885886,0.842014,0.838542,0.840278,0.840278,0.768807,0.729651,0.782364,0.902402,0.871795,0.892734,0.887387,0.887387,0.885886,0.885387,0.883954,0.883954,0.886819,0.886819,0.886819,0.885886,0.891117,0.888252,0.891117,0.000000,0.889685,0.707736,0.887387
AAT35223__AY605055.1,0.887836,0.868914,0.876611,0.901961,0.885057,0.234177,0.884404,0.880734,0.022785,0.227848,0.807808,0.021519,0.012882,0.232911,0.234177,0.892272,0.256962,0.876056,0.889920,0.180723,0.902439,0.882180,0.896373,0.897606,0.889493,0.888889,0.884477,0.897368,0.880478,0.893871,0.229114,0.810811,0.859489,0.235443,0.880416,0.236709,0.880829,0.887153,0.903226,0.878899,0.880515,0.877358,0.892430,0.899648,0.888594,0.890335,0.858079,0.859813,0.897168,0.897015,0.876221,0.886400,0.879121,0.889774,0.450904,0.813253,0.876501,0.896057,0.900685,0.867368,0.887153,0.899733,0.899725,0.887656,0.892675,0.895575,0.893805,0.885017,0.878307,0.213924,0.876761,0.812312,0.810811,0.835648,0.810811,0.810811,0.809309,0.810811,0.810811,0.810811,0.822917,0.804805,0.813814,0.815315,0.894464,0.891003,0.896203,0.892734,0.889273,0.880623,0.806306,0.813814,0.812312,0.812312,0.806306,0.806306,0.810811,0.847966,0.234177,0.881333,0.817143,0.810811,0.809309,0.812312,0.806306,0.824219,0.812312,0.887153,0.888889,0.887153,0.887153,0.888073,0.863372,0.896811,0.807808,0.759907,0.892734,0.810811,0.810811,0.803303,0.229114,0.230380,0.240506,0.230380,0.230380,0.227848,0.812312,0.225316,0.230380,0.024051,0.889685,0.000000,0.870423,0.809309
ACG50803__EU851411.1,0.830964,0.820225,0.819521,0.792484,0.829885,0.878873,0.754128,0.766972,0.873239,0.878873,0.903904,0.869014,0.895330,0.880282,0.880282,0.796253,0.881690,0.032394,0.829577,0.897590,0.772983,0.793814,0.720207,0.826761,0.791667,0.822222,0.756318,0.846479,0.842254,0.832586,0.880282,0.882883,0.759124,0.880282,0.885615,0.881690,0.879102,0.838542,0.830986,0.748624,0.753676,0.762264,0.839437,0.785211,0.829577,0.715613,0.823144,0.323988,0.859911,0.858209,0.848534,0.632000,0.896703,0.846479,0.876056,0.902108,0.782161,0.720430,0.818493,0.802105,0.838542,0.814085,0.815493,0.811268,0.795571,0.789381,0.722124,0.836237,0.772487,0.878873,0.808099,0.902402,0.905405,0.886574,0.902402,0.882883,0.884384,0.884384,0.902402,0.906907,0.881690,0.902402,0.905405,0.899399,0.885813,0.887543,0.708451,0.885813,0.880623,0.866782,0.885886,0.905405,0.905405,0.906907,0.900901,0.902402,0.902402,0.886510,0.876056,0.823944,0.891429,0.905405,0.902402,0.881381,0.905405,0.878873,0.882883,0.838542,0.838542,0.838542,0.838542,0.759633,0.706395,0.774859,0.884384,0.855478,0.868512,0.902402,0.881381,0.905405,0.902817,0.904225,0.880282,0.901408,0.902817,0.902817,0.906907,0.881690,0.880282,0.877465,0.707736,0.870423,0.000000,0.881381
ACV52075__GQ411199.1,0.875197,0.893258,0.878453,0.895425,0.887356,0.818318,0.884404,0.869725,0.806306,0.819820,0.087087,0.806306,0.814815,0.819820,0.819820,0.875878,0.819820,0.882883,0.884384,0.828313,0.874296,0.867868,0.899827,0.881381,0.894928,0.880808,0.884477,0.876877,0.882883,0.885886,0.819820,0.081081,0.868613,0.821321,0.866551,0.821321,0.870466,0.878472,0.879880,0.871560,0.869485,0.867925,0.899399,0.892606,0.884384,0.873606,0.836245,0.847352,0.876877,0.876877,0.882736,0.881600,0.890110,0.896396,0.813814,0.054217,0.879931,0.879928,0.890411,0.861053,0.878472,0.896396,0.903904,0.906907,0.892675,0.892035,0.877876,0.876307,0.878307,0.818318,0.878521,0.082583,0.081081,0.046296,0.051051,0.081081,0.078078,0.073574,0.075075,0.070571,0.057057,0.054054,0.085586,0.087087,0.871972,0.863322,0.903904,0.871972,0.866782,0.868512,0.093093,0.084084,0.085586,0.085586,0.052553,0.049550,0.085586,0.192719,0.807808,0.890390,0.049524,0.082583,0.081081,0.082583,0.130631,0.081081,0.096096,0.878472,0.878472,0.878472,0.878472,0.873394,0.851744,0.872420,0.087087,0.123543,0.868512,0.082583,0.060060,0.051051,0.818318,0.818318,0.819820,0.818318,0.818318,0.818318,0.084084,0.818318,0.816817,0.812312,0.887387,0.809309,0.881381,0.000000
